text,label
"Omo, Packaging good, necklace come as described, I go still buy from dis seller again. no regret at all.",positive
"Honestly, Delivery come quick pass wetin dem promise, na so I like am o, seller too fast. I go still buy again.",positive
"Small small, This perfume no be my size or wetin I order, dem send wrong one, wahala to return am too much. e pain me well well.",negative
"Na wa o, Two weeks now, my money don go, dis table cloth never show, na so dem dey scam people. e pain me well well.",negative
"As I dey talk, Fit dey okay, size correct for dis gas cooker, but material fit better small, na still usable sha.",neutral
"Werey no dey do person, I love how dem wrap the electric kettle, extra plastic everywhere, e no fit spoil for road. I don recommend am to my people.",positive
"I swear, Best purchase I don make dis year na dis juicer, e dey save my time every day. I don recommend am to my people.",positive
"Chai, My people dem love the phone well well, e dey work exactly as dem promise. I dey happy well well.",positive
"To God who made me, Best purchase I don make dis year na dis dress, e dey save my time every day. no regret at all.",positive
"Honestly, Umbrella or slippers dey work but the handle dey shake small, e still dey manage. e go still do for the price.",neutral
"Guy, I love how dem wrap the phone, extra plastic everywhere, e no fit spoil for road. I dey happy well well.",positive
"Omo, router strong die, price sef affordable well well, no complain at all. na correct product be dis.",positive
"God when catch person, Best purchase I don make dis year na dis cream, e dey save my time every day. I don recommend am to my people.",positive
"Werey no dey do person, Dis mattress sweet me well well, e reach as e dey for picture, delivery sef no waste time. e worth the money.",positive
"Na my third time to buy laptop bag from Jumia, dem never disappoint me, packaging tight well. I go still buy again.",positive
"Werey no dey do person, My people dem love the dress well well, e dey work exactly as dem promise. I dey happy well well.",positive
"Werey no dey do person, Fit dey okay, size correct for dis juicer, but material fit better small, na still usable sha. e dey manage like that.",neutral
"Believe me, Dress or bag fine sha, but the size chart dem post no correct at all, e small pass small. e go still do for the price.",neutral
"God when catch person, Dis power bank no work reach half wetin dem talk, na scam be dis one o.",negative
"Chai, Seller no send full sneakers wey I order, one piece dey missing inside the package. e pain me well well.",negative
"Na wa o, Dis sandals no work reach half wetin dem talk, na scam be dis one o. make una no waste your money.",negative
"Honestly, This rice cooker no be my size or wetin I order, dem send wrong one, wahala to return am too much.",negative
"Werey no dey do person, Table cloth or washing machine okay for the price, finishing fit better but e dey serve purpose. e dey manage like that.",neutral
"Honestly, Two weeks now, my money don go, dis slippers never show, na so dem dey scam people. na scam be dis one.",negative
"Omo, E just be like normal jacket for that price, nothing to hail, nothing to condemn. nothing to hail, nothing to condemn.",neutral
"I swear, Original perfume be dis o, no be fake, quality strong pass wetin I expect. make una try am.",positive
"As I dey talk, E no bad but the color no match wetin dem show for picture for dis blender, small disappointment. e dey manage like that.",neutral
"Believe me, Sound or function dey there for dis umbrella, nothing extraordinary, e go do for person wey no too particular. e go still do for the price.",neutral
"As I dey talk, Dem send expired speaker to me, I no even fit use am, na waste of money be dis. make una no waste your money.",negative
"Guy, Delivery come quick pass wetin dem promise, na so I like am o, seller too fast. na correct product be dis.",positive
"Small small, Product fine but generator box small small damage reach house, no be too serious sha. nothing to hail, nothing to condemn.",neutral
"Werey no dey do person, E just be like normal earpiece for that price, nothing to hail, nothing to condemn.",neutral
"Guy, Dis school bag sweet me well well, e reach as e dey for picture, delivery sef no waste time. I don recommend am to my people.",positive
"Omo, I don try dis necklace tire, e no last, e begin spoil like say na cheap material. make una no waste your money.",negative
"God when catch person, Customer service sharp reply me when I complain about my keyboard, dem replace am sharp sharp. no regret at all.",positive
"See ehn, Dis office chair sweet me well well, e reach as e dey for picture, delivery sef no waste time. na correct product be dis.",positive
"God when catch person, Delivery man carry my gown pass one week, wahala full ground, I no gree order again. I no go order again.",negative
"Werey no dey do person, Item different from picture completely for dis necklace, dem dupe me, I go dispute dis order. e pain me well well.",negative
"As I dey talk, Customer service sharp reply me when I complain about my torch light, dem replace am sharp sharp. make una try am.",positive
"I swear, Dem send expired blender to me, I no even fit use am, na waste of money be dis.",negative
"Guy, E dey okay o, no be bad market but dis generator no be wetin I expect too, average product. e go still do for the price.",neutral
"Na wa o, Customer service sharp reply me when I complain about my electric kettle, dem replace am sharp sharp. e worth the money.",positive
"To God who made me, I get value for my money, dis gown still fresh after months of daily use. no regret at all.",positive
"No be lie, Dis sunglasses no work reach half wetin dem talk, na scam be dis one o. I no go order again.",negative
"Omo, This wall clock no be my size or wetin I order, dem send wrong one, wahala to return am too much.",negative
"Product fine but phone case box small small damage reach house, no be too serious sha. nothing to hail, nothing to condemn.",neutral
"I swear, Item different from picture completely for dis belt, dem dupe me, I go dispute dis order.",negative
"Omo, My people dem love the bag well well, e dey work exactly as dem promise. no regret at all.",positive
